company name,location,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Company Background
Zhong Fu International Limited,Hong Kong,Manufacturer,,"Our leading products cover Ladies, Gents, sports,Stainless steel,brass,leather band, Pin band,Alloy,Aluminum and so on.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 HKTDC Hong Kong Watch & Clock Fair 2015 Show More,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NRQ3?fairCode=hkwatchfair&locale=en,
"Dongguan Peng Hun Watch Technology Co., Ltd.",Chinese Mainland,"Exporter, Manufacturer","Metal Watch Case,Watch Case,Fabric Watch Band,Leather Watch Band",Smart strap case,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQMG?fairCode=hkwatchfair&locale=en,
"Dongguan Weisi De New Material Technology Co., Ltd.",Chinese Mainland,"Exporter, Manufacturer","Metal Watch Case,Imitation Leather Watch Band,Metal Watch Band",Watch parts and accessories,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQSY?fairCode=hkwatchfair&locale=en,
Dongguan Xizhong Shiji Innovation Technology Co.Ltd,Chinese Mainland,"Retailer, Manufacturer","Quartz Analogue Watch,Diver Watch,Chronograph Watch,Ladies Watch,Brandname Watch,Designer Watch,Mens Watch","TOPHILL, established in 2008, is a watch brand dedicated to trendy and classic designs. With exquisite watchmaking craftsmanship and an unwavering attention to detail, TOPHILL seamlessly blends traditional horological techniques with modern aesthetic","ODM, OEM",TOPHILL拓非,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRD6?fairCode=hkwatchfair&locale=en,
Gaga' Milano s.r.l.,Italy,"Department Store, Chain Store, Buying Office, Distributor","Skeleton Mechanical Watch,Mechanical Hands & Digital Watch,Quartz Analogue Watch,Chronograph Watch,Ladies Watch,Designer Watch,Mens Watch",WATCHES (MECHANICAL AND QUARTZ),OBM,Gagà Milano,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005PIJX?fairCode=hkwatchfair&locale=en,
"Guangzhou Glenn Watch Co., Ltd",Chinese Mainland,"Distributor, Exporter, Wholesaler, Retailer",Mens Watch,WATCH,"OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005OKNJ?fairCode=hkwatchfair&locale=en,
"Guangzhou Onlyou Watch Industry Co., Ltd.",Chinese Mainland,"Distributor, Wholesaler, Manufacturer","Ladies Watch,Mens Watch",石英女表，男表，对表,"ODM, OBM, OEM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RNJS?fairCode=hkwatchfair&locale=en,
"Guangzhou Pagani Watch Co. , Ltd.",Chinese Mainland,"Exporter, Manufacturer","Quartz Analogue Watch,Mens Watch",Mechanical wristwatch,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2023,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RGMQ?fairCode=hkwatchfair&locale=en,
"Guangzhou YiTai Packaging Product Co.,Ltd",Chinese Mainland,Manufacturer,Watch Box,"Mainly engaged in various high-end packaging boxes, leather boxes, wooden boxes and paper boxes, such as watch boxes, jewelry boxes, perfume boxes, pen boxes, gold coin boxes, tea boxes, wine boxes, gift boxes, etc.","Others, OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9QL?fairCode=hkwatchfair&locale=en,
"Guangzhou Ysure International.co.,ltd",Chinese Mainland,"Exporter, Manufacturer",Watch Box,watch box,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRF0?fairCode=hkwatchfair&locale=en,
Jiangsu Chaos New Material Technology Co.Ltd.,Chinese Mainland,Manufacturer,Watch Case,Watch case,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005P0VF?fairCode=hkwatchfair&locale=en,
"Kyhe Tech. (Ningbo) Co., Ltd",Chinese Mainland,Manufacturer,"Metal Watch Case,Metal Parts For Watch Module","Titanium alloy powder: Suitable for additive manufacturing, metal injection molding (MIM), metal coating and other processes. MIM titanium alloy products: Provide customized services for special-shaped parts, precision components and so on.",ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9K3?fairCode=hkwatchfair&locale=en,
Northgate Watches,Netherlands,Manufacturer,"Quartz Analogue Watch,Chronograph Watch,Jewelled-lever Automatic Watch,Ladies Watch,Brandname Watch,Mens Watch","Northgate Watches is a Dutch based brand. We have over 20 years of watchmaking experience and are devoted to design and create watches for an audience that appreciates quality, elegance, and style.",Others,Northgate Watches Amsterdam The Netherlands,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NT3Y?fairCode=hkwatchfair&locale=en,
SUZHOU JINTIANCHENG SEIKO TECHNOLOGY CO'.LTD,Chinese Mainland,"Wholesaler, Manufacturer","Watch Movement,Metal Parts For Watch Module",clock movement,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RR7O?fairCode=hkwatchfair&locale=en,
"Shenzhen Chuangbai Watch Co., Ltd.",Chinese Mainland,"Wholesaler, Manufacturer, Retailer","Skeleton Mechanical Watch,Mechanical Hands & Digital Watch,24 Hour Dial Mechanical Watch,Quartz Analogue Watch,Diver Watch,Sports Timer Watch,Chronograph Watch,Jewelled-lever Automatic Watch,Pilot Watch,Ladies Watch,Designer Watch,Kids Watch,Mens Watch,Moon Phase Mechanical Watch,Watch Movement,Metal Watch Case,Watch Crown,Watch Dial,Watch Glass,Watch Hand,Metal Parts For Watch Module,Watch Spring Bar,Watch Case,Fabric Watch Band,Imitation Leather Watch Band,Leather Watch Band,Metal Watch Band,Rubber Watch Band,Silicone Watch Band,Precious Metal Watch Band,Watch Buckle,Watch Box,Aftersales Watch Services Equipment and Tool,Watch Battery,Paper Pallet,Wooden Pallet","We specialize in the design and manufacturing of mid-to-high-end mechanical and quartz watches, offering a wide range of collections including business, casual, and fashion styles. Our services cover OEM, ODM, OBM, and JDM models, supporting personal","ODM, Others, OBM, OEM","COGU,POLOMARK",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9I9?fairCode=hkwatchfair&locale=en,
"Shenzhen FUCDA Industrial Co., Ltd",Chinese Mainland,"Exporter, Manufacturer","Skeleton Mechanical Watch,Quartz Analogue Watch,Mens Watch",watchs,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RGLT?fairCode=hkwatchfair&locale=en,
"Shenzhen Forever Time Co.,Ltd.",Chinese Mainland,"Exporter, Manufacturer","24 Hour Dial Mechanical Watch,Ladies Watch,Mens Watch,Moon Phase Mechanical Watch,Fabric Watch Band,Leather Watch Band","watch ,watch band","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005OLS3?fairCode=hkwatchfair&locale=en,
Shenzhen Guanglijin Technology Company Limited,Chinese Mainland,Manufacturer,Aftersales Watch Services Equipment and Tool,CNC Precision carving equipment,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Jewellery Show 2024,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRBC?fairCode=hkwatchfair&locale=en,
"Shenzhen Hongxu Timepiece Technology Co., Ltd",Chinese Mainland,Manufacturer,"24 Hour Dial Mechanical Watch,Quartz Analogue Watch,Ladies Watch,Mens Watch,Metal Watch Case,Metal Watch Band",腕表研发、设计、生产及国内外销售业务,"ODM, OEM","VELORAY,伯尼丹雅",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005P0TL?fairCode=hkwatchfair&locale=en,
"Shenzhen Leqi Optoelectronics Technology Co., Ltd.",Chinese Mainland,"Retailer, Exporter, Manufacturer","Metal Watch Case,Metal Parts For Watch Module,Watch Case,Watch Buckle",Sapphire case and part,"OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005S6TF?fairCode=hkwatchfair&locale=en,
"Shenzhen kedu Trading Co., Ltd",Chinese Mainland,"Distributor, Wholesaler, Exporter","24 Hour Dial Mechanical Watch,Designer Watch,Mens Watch",mechanical watch,"OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RGJZ?fairCode=hkwatchfair&locale=en,
Witschi Electronic AG,Switzerland,Manufacturer,Aftersales Watch Services Equipment and Tool,"Manufacturer and supply of Swiss Made test instruments for watches including for checking mechanical watches, quartz watches as well as tightness test (waterproof test).",OEM,Witschi Electronic AG,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NM28?fairCode=hkwatchfair&locale=en,
"ZHANGZHOU HEYU WATCH & CLOCK CO., LTD.",Chinese Mainland,"Manufacturer, Exporter","Pendulum Wall Clock,Alarm Clock,Table Clock",CLOCK MOVEMENT,"OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RR30?fairCode=hkwatchfair&locale=en,
"ZHANGZHOU HONGYI CLOCK CO.,LTD.",Chinese Mainland,Manufacturer,"Wall Clock,Alarm Clock,Table Clock",WALL CLOCK;TABLE CLOCK;LED CLOCK,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NRR0?fairCode=hkwatchfair&locale=en,
"Zhongshan WatchLink Technology Co., Ltd.",Chinese Mainland,Manufacturer,"Metal Parts For Watch Module,Watch Spring Bar,Fabric Watch Band,Imitation Leather Watch Band,Leather Watch Band,Rubber Watch Band,Silicone Watch Band,Precious Metal Watch Band",按键款生耳及表带,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRE3?fairCode=hkwatchfair&locale=en,
Gymetaverse Company Limited,Hong Kong,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005U6Y0?fairCode=hkwatchfair&locale=en,
Sramek Insight Limited,Hong Kong,,,,,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2024 Entrepreneur Day 2023, Hong Kong HKTDC Hong Kong International Medical and Healthcare Fair 2023",,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005U6X3?fairCode=hkwatchfair&locale=en,
Hong Kong Productivity Council,Hong Kong,"Trade/Industrial Organisation, Manufacturer","Watch Case, Watch Movement, Metal Watch Case, Watch Glass, Leather Watch Band, Metal Watch Band, Watch Dial, Leather Watch Band, Metal Watch Band, Watch Dial, Watch Case, Watch Movement, Metal Watch Case, Watch Glass, Leather Watch Band, Metal Watch Band, Watch Dial, Watch Case, Watch Movement, Metal Watch Case, Watch Glass, Leather Watch Band, Metal Watch Band, Watch Dial, Watch Case, Watch Movement, Metal Watch Case, Watch Glass",Testing services,OEM,"Smart Wearables, Watch and Clock Technology Centre",hkpc.org,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 Entrepreneur Day 2025, Hong Kong Belt and Road Summit, September 2025 HKTDC Hong Kong Watch & Clock Fair 2025 Home InStyle 2025 Business of Intellectual Property Asia Forum (BIP Asia), HK HKTDC Hong Kong Watch & Clock Fair 2024 Show More",,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Productivity-Council/1S00NOSZB?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9L0?fairCode=hkwatchfair&locale=en,
Guangzhou Watches & Clocks Association,Chinese Mainland,"Professional Association, Manufacturer","Trade Publication & Service, Trade Publication & Service, Trade Publication & Service",Industry Information Query,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Watches-Clocks-Association/1X08Q64E?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9PO?fairCode=hkwatchfair&locale=en,
"Shenzhen Migaga Watch and Jewelry Co., Ltd",Chinese Mainland,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRO9?fairCode=hkwatchfair&locale=en,
"Zhangzhou Santai Clock & Watch Co., Ltd",Chinese Mainland,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRP6?fairCode=hkwatchfair&locale=en,
China Resources Advertising & Exhibition Company Limited,Hong Kong,Others,"Advertising Equipment, Advertising Equipment, Advertising Equipment",展覽業務,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Fashion InStyle 2025 HKTDC Hong Kong Watch & Clock Fair 2024 Fashion InStyle 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Resources-Adv-Exh-Co-Ltd/1X03WMWA?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9MX?fairCode=hkwatchfair&locale=en,
Hong Kong Watch Manufacturers Association Limited,Hong Kong,Trade/Industrial Organisation,"Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service","Hong Kong Watch Manufacturers Association was established in 1968. The association is dedicated to promote the Hong Kong watch industry, facilitate trades, and member services.",Others,,www.hkwma.org,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong International Jewellery Show 2023 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-WATCH-MFRS-ASSOCIATION-LTD/1X001JTM?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005U8J7?fairCode=hkwatchfair&locale=en,
Guangdong Province Horologe Industry Association,Chinese Mainland,Professional Association,"Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service","Guangdong Province Horologe Industry Association was established to boost the horologe industry, ensure the benefit of the industry and flexibly connect the administrative departments of the government and enterprises in Guangdong Province.",Others,,www.gdzbha.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Province-Horologe-Industry-Association/1S00OYJIZ?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9OR?fairCode=hkwatchfair&locale=en,
"Shenzhen Winwai International Exhibition & Advertising Co., Ltd.",Chinese Mainland,Service Company,"Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service","international trade,Exhibition services",Others,,www.winwai.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Optical Fair 2025 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Winwai-International-Exhibition-Advertising-Co-Ltd/1S00NL14N?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005Q9J6?fairCode=hkwatchfair&locale=en,
Taiwan Watch & Clock Industrial Association,Taiwan,Professional Association,"Trade Publication & Service, Trade Publication & Service, Trade Publication & Service, Trade Publication & Service",The established to assist in the development of the Taiwanese timepiece industry to foster closer ties among Taiwanese enterprises related to the timepiece production and to help Taiwanese timepiece companies gain a foothold in global markets.,"ODM, OEM",,twciatwn.org.tw,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taiwan-Watch-Clock-Industrial-Association/1S00O43K9?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRIR?fairCode=hkwatchfair&locale=en,
